Vulnerability Priority Rating,Exploit Prediction Scoring System (EPSS),IP Address,Protocol,Port,ACR,AES,Exploit?,Repository,MAC Address,DNS Name,NetBIOS Name,Plugin Output,Synopsis,Description,Steps to Remediate,Risk Factor,STIG Severity,CVSS V2 Base Score,CVSS V3 Base Score,CVSS V4 Base Score,CVSS V2 Temporal Score,CVSS V3 Temporal Score,CVSS V4 Threat Score,CVSS V2 Vector,CVSS V3 Vector,CVSS V4 Vector,CVSS V4 Threat Vector,CVSS V4 Supplemental,CPE,CVE,BID,Cross References,First Discovered,Last Observed,Vuln Publication Date,Security End of Life Date,Patch Publication Date,Plugin Publication Date,Plugin Modification Date,Exploit Ease,Exploit Frameworks,Check Type,Version,Recast Risk Comment,Accept Risk Comment,Agent ID,Host ID,Nessus Web Tests,Thorough Tests,Scan Accuracy,Plugin Name,Family,Plugin,Severity,See Also
2.4,0.218,10.20.14.60,tcp,443,780,730,No,MVA Sample Repository,00:16:3e:50:aa:32,asset-040.corp.local,ASSET-040,TLS 1.0 Protocol Detection detected on 10.20.14.60:443.,TLS 1.0 Protocol Detection,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:ssl,,90080,https://www.tenable.com/plugins,2026-04-05,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0080,host-0080,No,Yes,High,TLS 1.0 Protocol Detection,SSL,200080,Low,https://www.tenable.com/plugins
9.4,0.855,10.20.11.21,tcp,8009,781,731,No,MVA Sample Repository,00:16:3e:51:aa:39,asset-001.corp.local,ASSET-001,Apache Tomcat AJP Request Injection detected on 10.20.11.21:8009.,Apache Tomcat AJP Request Injection,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2020-1938,90081,https://tomcat.apache.org/security-9.html,2026-04-06,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0081,host-0081,No,Yes,High,Apache Tomcat AJP Request Injection,Web Servers,200081,Critical,https://tomcat.apache.org/security-9.html
7.8,0.709,10.20.12.22,tcp,8080,782,732,Yes,MVA Sample Repository,00:16:3e:52:aa:40,asset-002.corp.local,ASSET-002,Apache Log4j Remote Code Execution detected on 10.20.12.22:8080.,Apache Log4j Remote Code Execution,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2021-44228,90082,https://logging.apache.org/log4j/2.x/security.html,2026-04-07,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0082,host-0082,No,Yes,High,Apache Log4j Remote Code Execution,Web Servers,200082,High,https://logging.apache.org/log4j/2.x/security.html
5.4,0.491,10.20.13.23,tcp,1433,783,733,No,MVA Sample Repository,00:16:3e:53:aa:47,asset-003.corp.local,ASSET-003,Microsoft SQL Server Unsupported Version detected on 10.20.13.23:1433.,Microsoft SQL Server Unsupported Version,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:databases,,90083,https://learn.microsoft.com/sql/sql-server/end-of-support,2026-04-08,2026-06-30,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0083,host-0083,No,Yes,High,Microsoft SQL Server Unsupported Version,Databases,200083,Medium,https://learn.microsoft.com/sql/sql-server/end-of-support
2.8,0.255,10.20.14.24,tcp,443,784,734,Yes,MVA Sample Repository,00:16:3e:54:aa:4e,asset-004.corp.local,ASSET-004,OpenSSL Security Update Available detected on 10.20.14.24:443.,OpenSSL Security Update Available,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2023-0286,90084,https://www.openssl.org/news/vulnerabilities.html,2026-04-09,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0084,host-0084,No,Yes,High,OpenSSL Security Update Available,General,200084,Low,https://www.openssl.org/news/vulnerabilities.html
9.8,0.891,10.20.15.25,tcp,3389,785,735,Yes,MVA Sample Repository,00:16:3e:55:aa:55,asset-005.corp.local,ASSET-005,Remote Desktop Weak Encryption Enabled detected on 10.20.15.25:3389.,Remote Desktop Weak Encryption Enabled,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90085,https://www.tenable.com/plugins,2025-11-06,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0085,host-0085,No,Yes,High,Remote Desktop Weak Encryption Enabled,Windows,200085,Critical,https://www.tenable.com/plugins
7.8,0.709,10.20.16.26,tcp,443,786,736,Yes,MVA Sample Repository,00:16:3e:56:aa:5c,asset-006.corp.local,ASSET-006,Nginx Security Update Available detected on 10.20.16.26:443.,Nginx Security Update Available,Nginx Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2025-2345,90086,https://nginx.org/en/security_advisories.html,2026-04-11,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0086,host-0086,No,Yes,High,Nginx Security Update Available,Web Servers,200086,High,https://nginx.org/en/security_advisories.html
5.4,0.491,10.20.17.27,tcp,445,787,737,No,MVA Sample Repository,00:16:3e:57:aa:63,asset-007.corp.local,ASSET-007,SMB Signing Not Required detected on 10.20.17.27:445.,SMB Signing Not Required,SMB Signing Not Required was identified during the monthly vulnerability report.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90087,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,2026-04-12,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0087,host-0087,No,Yes,High,SMB Signing Not Required,Windows,200087,Medium,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always
2.4,0.218,10.20.18.28,tcp,0,788,738,No,MVA Sample Repository,00:16:3e:58:aa:6a,asset-008.corp.local,ASSET-008,Oracle Java Unsupported Version detected on 10.20.18.28:0.,Oracle Java Unsupported Version,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2024-20919,90088,https://www.tenable.com/plugins,2026-01-28,2026-06-30,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0088,host-0088,No,Yes,High,Oracle Java Unsupported Version,General,200088,Low,https://www.tenable.com/plugins
9.8,0.891,10.20.10.29,tcp,0,789,739,Yes,MVA Sample Repository,00:16:3e:59:aa:71,asset-009.corp.local,ASSET-009,Linux Kernel Security Update Available detected on 10.20.10.29:0.,Linux Kernel Security Update Available,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:linux,CVE-2024-1086,90089,https://www.tenable.com/plugins,2026-04-14,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0089,host-0089,No,Yes,High,Linux Kernel Security Update Available,Linux,200089,Critical,https://www.tenable.com/plugins
7.4,0.673,10.20.11.30,tcp,443,790,740,No,MVA Sample Repository,00:16:3e:5a:aa:78,asset-010.corp.local,ASSET-010,TLS 1.0 Protocol Detection detected on 10.20.11.30:443.,TLS 1.0 Protocol Detection,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:ssl,,90090,https://www.tenable.com/plugins,2026-04-15,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0090,host-0090,No,Yes,High,TLS 1.0 Protocol Detection,SSL,200090,High,https://www.tenable.com/plugins
5.8,0.527,10.20.12.31,tcp,8009,791,741,Yes,MVA Sample Repository,00:16:3e:5b:aa:7f,asset-011.corp.local,ASSET-011,Apache Tomcat AJP Request Injection detected on 10.20.12.31:8009.,Apache Tomcat AJP Request Injection,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2020-1938,90091,https://tomcat.apache.org/security-9.html,2026-04-16,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0091,host-0091,No,Yes,High,Apache Tomcat AJP Request Injection,Web Servers,200091,Medium,https://tomcat.apache.org/security-9.html
2.4,0.218,10.20.13.32,tcp,8080,792,742,No,MVA Sample Repository,00:16:3e:5c:aa:86,asset-012.corp.local,ASSET-012,Apache Log4j Remote Code Execution detected on 10.20.13.32:8080.,Apache Log4j Remote Code Execution,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2021-44228,90092,https://logging.apache.org/log4j/2.x/security.html,2026-04-17,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0092,host-0092,No,Yes,High,Apache Log4j Remote Code Execution,Web Servers,200092,Low,https://logging.apache.org/log4j/2.x/security.html
9.4,0.855,10.20.14.33,tcp,1433,793,743,No,MVA Sample Repository,00:16:3e:5d:aa:8d,asset-013.corp.local,ASSET-013,Microsoft SQL Server Unsupported Version detected on 10.20.14.33:1433.,Microsoft SQL Server Unsupported Version,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:databases,,90093,https://learn.microsoft.com/sql/sql-server/end-of-support,2026-04-18,2026-06-30,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0093,host-0093,No,Yes,High,Microsoft SQL Server Unsupported Version,Databases,200093,Critical,https://learn.microsoft.com/sql/sql-server/end-of-support
7.8,0.709,10.20.15.34,tcp,443,794,744,Yes,MVA Sample Repository,00:16:3e:5e:aa:94,asset-014.corp.local,ASSET-014,OpenSSL Security Update Available detected on 10.20.15.34:443.,OpenSSL Security Update Available,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2023-0286,90094,https://www.openssl.org/news/vulnerabilities.html,2026-04-19,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0094,host-0094,No,Yes,High,OpenSSL Security Update Available,General,200094,High,https://www.openssl.org/news/vulnerabilities.html
5.4,0.491,10.20.16.35,tcp,3389,795,745,No,MVA Sample Repository,00:16:3e:5f:aa:9b,asset-015.corp.local,ASSET-015,Remote Desktop Weak Encryption Enabled detected on 10.20.16.35:3389.,Remote Desktop Weak Encryption Enabled,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90095,https://www.tenable.com/plugins,2026-04-20,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0095,host-0095,No,Yes,High,Remote Desktop Weak Encryption Enabled,Windows,200095,Medium,https://www.tenable.com/plugins
2.4,0.218,10.20.17.36,tcp,443,796,746,No,MVA Sample Repository,00:16:3e:60:aa:a2,asset-016.corp.local,ASSET-016,Nginx Security Update Available detected on 10.20.17.36:443.,Nginx Security Update Available,Nginx Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2025-2345,90096,https://nginx.org/en/security_advisories.html,2026-04-21,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0096,host-0096,No,Yes,High,Nginx Security Update Available,Web Servers,200096,Low,https://nginx.org/en/security_advisories.html
9.8,0.891,10.20.18.37,tcp,445,797,747,Yes,MVA Sample Repository,00:16:3e:61:aa:a9,asset-017.corp.local,ASSET-017,SMB Signing Not Required detected on 10.20.18.37:445.,SMB Signing Not Required,SMB Signing Not Required was identified during the monthly vulnerability report.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90097,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,2026-04-22,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0097,host-0097,No,Yes,High,SMB Signing Not Required,Windows,200097,Critical,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always
7.8,0.709,10.20.10.38,tcp,0,798,748,Yes,MVA Sample Repository,00:16:3e:62:aa:b0,asset-018.corp.local,ASSET-018,Oracle Java Unsupported Version detected on 10.20.10.38:0.,Oracle Java Unsupported Version,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2024-20919,90098,https://www.tenable.com/plugins,2026-04-23,2026-06-30,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0098,host-0098,No,Yes,High,Oracle Java Unsupported Version,General,200098,High,https://www.tenable.com/plugins
5.4,0.491,10.20.11.39,tcp,0,799,749,No,MVA Sample Repository,00:16:3e:63:aa:b7,asset-019.corp.local,ASSET-019,Linux Kernel Security Update Available detected on 10.20.11.39:0.,Linux Kernel Security Update Available,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:linux,CVE-2024-1086,90099,https://www.tenable.com/plugins,2026-01-24,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0099,host-0099,No,Yes,High,Linux Kernel Security Update Available,Linux,200099,Medium,https://www.tenable.com/plugins
2.4,0.218,10.20.12.40,tcp,443,800,750,No,MVA Sample Repository,00:16:3e:64:aa:be,asset-020.corp.local,ASSET-020,TLS 1.0 Protocol Detection detected on 10.20.12.40:443.,TLS 1.0 Protocol Detection,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:ssl,,90100,https://www.tenable.com/plugins,2026-04-25,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0100,host-0100,No,Yes,High,TLS 1.0 Protocol Detection,SSL,200100,Low,https://www.tenable.com/plugins
9.8,0.891,10.20.13.41,tcp,8009,801,751,Yes,MVA Sample Repository,00:16:3e:65:aa:c5,asset-021.corp.local,ASSET-021,Apache Tomcat AJP Request Injection detected on 10.20.13.41:8009.,Apache Tomcat AJP Request Injection,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2020-1938,90101,https://tomcat.apache.org/security-9.html,2026-05-01,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0101,host-0101,No,Yes,High,Apache Tomcat AJP Request Injection,Web Servers,200101,Critical,https://tomcat.apache.org/security-9.html
7.4,0.673,10.20.14.42,tcp,8080,802,752,No,MVA Sample Repository,00:16:3e:66:aa:cc,asset-022.corp.local,ASSET-022,Apache Log4j Remote Code Execution detected on 10.20.14.42:8080.,Apache Log4j Remote Code Execution,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2021-44228,90102,https://logging.apache.org/log4j/2.x/security.html,2025-11-03,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0102,host-0102,No,Yes,High,Apache Log4j Remote Code Execution,Web Servers,200102,High,https://logging.apache.org/log4j/2.x/security.html
5.4,0.491,10.20.15.43,tcp,1433,803,753,No,MVA Sample Repository,00:16:3e:67:aa:d3,asset-023.corp.local,ASSET-023,Microsoft SQL Server Unsupported Version detected on 10.20.15.43:1433.,Microsoft SQL Server Unsupported Version,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:databases,,90103,https://learn.microsoft.com/sql/sql-server/end-of-support,2026-05-03,2026-06-30,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0103,host-0103,No,Yes,High,Microsoft SQL Server Unsupported Version,Databases,200103,Medium,https://learn.microsoft.com/sql/sql-server/end-of-support
2.4,0.218,10.20.16.44,tcp,443,804,754,No,MVA Sample Repository,00:16:3e:68:aa:da,asset-024.corp.local,ASSET-024,OpenSSL Security Update Available detected on 10.20.16.44:443.,OpenSSL Security Update Available,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2023-0286,90104,https://www.openssl.org/news/vulnerabilities.html,2026-05-04,2026-06-30,2025-01-15,,2026-01-20,2026-02-01,2026-06-30,No known exploits,,Remote,1.0,,,agent-0104,host-0104,No,Yes,High,OpenSSL Security Update Available,General,200104,Low,https://www.openssl.org/news/vulnerabilities.html
