Vulnerability Priority Rating,Exploit Prediction Scoring System (EPSS),IP Address,Protocol,Port,ACR,AES,Exploit?,Repository,MAC Address,DNS Name,NetBIOS Name,Plugin Output,Synopsis,Description,Steps to Remediate,Risk Factor,STIG Severity,CVSS V2 Base Score,CVSS V3 Base Score,CVSS V4 Base Score,CVSS V2 Temporal Score,CVSS V3 Temporal Score,CVSS V4 Threat Score,CVSS V2 Vector,CVSS V3 Vector,CVSS V4 Vector,CVSS V4 Threat Vector,CVSS V4 Supplemental,CPE,CVE,BID,Cross References,First Discovered,Last Observed,Vuln Publication Date,Security End of Life Date,Patch Publication Date,Plugin Publication Date,Plugin Modification Date,Exploit Ease,Exploit Frameworks,Check Type,Version,Recast Risk Comment,Accept Risk Comment,Agent ID,Host ID,Nessus Web Tests,Thorough Tests,Scan Accuracy,Plugin Name,Family,Plugin,Severity,See Also
9.4,0.855,10.20.17.45,tcp,3389,805,755,No,MVA Sample Repository,00:16:3e:69:aa:e1,asset-025.corp.local,ASSET-025,Remote Desktop Weak Encryption Enabled detected on 10.20.17.45:3389.,Remote Desktop Weak Encryption Enabled,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90105,https://www.tenable.com/plugins,2026-05-05,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0105,host-0105,No,Yes,High,Remote Desktop Weak Encryption Enabled,Windows,200105,Critical,https://www.tenable.com/plugins
7.8,0.709,10.20.18.46,tcp,443,806,756,Yes,MVA Sample Repository,00:16:3e:6a:aa:e8,asset-026.corp.local,ASSET-026,Nginx Security Update Available detected on 10.20.18.46:443.,Nginx Security Update Available,Nginx Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2025-2345,90106,https://nginx.org/en/security_advisories.html,2026-05-06,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0106,host-0106,No,Yes,High,Nginx Security Update Available,Web Servers,200106,High,https://nginx.org/en/security_advisories.html
5.4,0.491,10.20.10.47,tcp,445,807,757,No,MVA Sample Repository,00:16:3e:6b:aa:ef,asset-027.corp.local,ASSET-027,SMB Signing Not Required detected on 10.20.10.47:445.,SMB Signing Not Required,SMB Signing Not Required was identified during the monthly vulnerability report.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90107,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,2026-05-07,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0107,host-0107,No,Yes,High,SMB Signing Not Required,Windows,200107,Medium,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always
2.4,0.218,10.20.11.48,tcp,0,808,758,No,MVA Sample Repository,00:16:3e:6c:aa:f6,asset-028.corp.local,ASSET-028,Oracle Java Unsupported Version detected on 10.20.11.48:0.,Oracle Java Unsupported Version,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2024-20919,90108,https://www.tenable.com/plugins,2026-05-08,2026-07-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0108,host-0108,No,Yes,High,Oracle Java Unsupported Version,General,200108,Low,https://www.tenable.com/plugins
9.8,0.891,10.20.12.49,tcp,0,809,759,Yes,MVA Sample Repository,00:16:3e:6d:aa:fd,asset-029.corp.local,ASSET-029,Linux Kernel Security Update Available detected on 10.20.12.49:0.,Linux Kernel Security Update Available,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:linux,CVE-2024-1086,90109,https://www.tenable.com/plugins,2026-05-09,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0109,host-0109,No,Yes,High,Linux Kernel Security Update Available,Linux,200109,Critical,https://www.tenable.com/plugins
7.8,0.709,10.20.13.50,tcp,443,810,760,Yes,MVA Sample Repository,00:16:3e:6e:aa:05,asset-030.corp.local,ASSET-030,TLS 1.0 Protocol Detection detected on 10.20.13.50:443.,TLS 1.0 Protocol Detection,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:ssl,,90110,https://www.tenable.com/plugins,2026-01-20,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0110,host-0110,No,Yes,High,TLS 1.0 Protocol Detection,SSL,200110,High,https://www.tenable.com/plugins
5.4,0.491,10.20.14.51,tcp,8009,811,761,No,MVA Sample Repository,00:16:3e:6f:aa:0c,asset-031.corp.local,ASSET-031,Apache Tomcat AJP Request Injection detected on 10.20.14.51:8009.,Apache Tomcat AJP Request Injection,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2020-1938,90111,https://tomcat.apache.org/security-9.html,2026-05-11,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0111,host-0111,No,Yes,High,Apache Tomcat AJP Request Injection,Web Servers,200111,Medium,https://tomcat.apache.org/security-9.html
2.8,0.255,10.20.15.52,tcp,8080,812,762,Yes,MVA Sample Repository,00:16:3e:70:aa:13,asset-032.corp.local,ASSET-032,Apache Log4j Remote Code Execution detected on 10.20.15.52:8080.,Apache Log4j Remote Code Execution,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2021-44228,90112,https://logging.apache.org/log4j/2.x/security.html,2026-05-12,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0112,host-0112,No,Yes,High,Apache Log4j Remote Code Execution,Web Servers,200112,Low,https://logging.apache.org/log4j/2.x/security.html
9.8,0.891,10.20.16.53,tcp,1433,813,763,Yes,MVA Sample Repository,00:16:3e:71:aa:1a,asset-033.corp.local,ASSET-033,Microsoft SQL Server Unsupported Version detected on 10.20.16.53:1433.,Microsoft SQL Server Unsupported Version,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:databases,,90113,https://learn.microsoft.com/sql/sql-server/end-of-support,2026-05-13,2026-07-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0113,host-0113,No,Yes,High,Microsoft SQL Server Unsupported Version,Databases,200113,Critical,https://learn.microsoft.com/sql/sql-server/end-of-support
7.4,0.673,10.20.17.54,tcp,443,814,764,No,MVA Sample Repository,00:16:3e:72:aa:21,asset-034.corp.local,ASSET-034,OpenSSL Security Update Available detected on 10.20.17.54:443.,OpenSSL Security Update Available,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2023-0286,90114,https://www.openssl.org/news/vulnerabilities.html,2026-05-14,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0114,host-0114,No,Yes,High,OpenSSL Security Update Available,General,200114,High,https://www.openssl.org/news/vulnerabilities.html
5.4,0.491,10.20.18.55,tcp,3389,815,765,No,MVA Sample Repository,00:16:3e:73:aa:28,asset-035.corp.local,ASSET-035,Remote Desktop Weak Encryption Enabled detected on 10.20.18.55:3389.,Remote Desktop Weak Encryption Enabled,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90115,https://www.tenable.com/plugins,2026-05-15,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0115,host-0115,No,Yes,High,Remote Desktop Weak Encryption Enabled,Windows,200115,Medium,https://www.tenable.com/plugins
2.4,0.218,10.20.10.56,tcp,443,816,766,No,MVA Sample Repository,00:16:3e:74:aa:2f,asset-036.corp.local,ASSET-036,Nginx Security Update Available detected on 10.20.10.56:443.,Nginx Security Update Available,Nginx Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2025-2345,90116,https://nginx.org/en/security_advisories.html,2026-05-16,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0116,host-0116,No,Yes,High,Nginx Security Update Available,Web Servers,200116,Low,https://nginx.org/en/security_advisories.html
9.4,0.855,10.20.11.57,tcp,445,817,767,No,MVA Sample Repository,00:16:3e:75:aa:36,asset-037.corp.local,ASSET-037,SMB Signing Not Required detected on 10.20.11.57:445.,SMB Signing Not Required,SMB Signing Not Required was identified during the monthly vulnerability report.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90117,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,2026-05-17,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0117,host-0117,No,Yes,High,SMB Signing Not Required,Windows,200117,Critical,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always
7.8,0.709,10.20.12.58,tcp,0,818,768,Yes,MVA Sample Repository,00:16:3e:76:aa:3d,asset-038.corp.local,ASSET-038,Oracle Java Unsupported Version detected on 10.20.12.58:0.,Oracle Java Unsupported Version,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2024-20919,90118,https://www.tenable.com/plugins,2026-05-18,2026-07-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0118,host-0118,No,Yes,High,Oracle Java Unsupported Version,General,200118,High,https://www.tenable.com/plugins
5.8,0.527,10.20.13.59,tcp,0,819,769,Yes,MVA Sample Repository,00:16:3e:77:aa:44,asset-039.corp.local,ASSET-039,Linux Kernel Security Update Available detected on 10.20.13.59:0.,Linux Kernel Security Update Available,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:linux,CVE-2024-1086,90119,https://www.tenable.com/plugins,2025-11-20,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0119,host-0119,No,Yes,High,Linux Kernel Security Update Available,Linux,200119,Medium,https://www.tenable.com/plugins
2.4,0.218,10.20.14.60,tcp,443,820,770,No,MVA Sample Repository,00:16:3e:78:aa:4b,asset-040.corp.local,ASSET-040,TLS 1.0 Protocol Detection detected on 10.20.14.60:443.,TLS 1.0 Protocol Detection,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:ssl,,90120,https://www.tenable.com/plugins,2026-05-20,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0120,host-0120,No,Yes,High,TLS 1.0 Protocol Detection,SSL,200120,Low,https://www.tenable.com/plugins
9.8,0.891,10.20.11.21,tcp,8009,821,771,Yes,MVA Sample Repository,00:16:3e:79:aa:52,asset-001.corp.local,ASSET-001,Apache Tomcat AJP Request Injection detected on 10.20.11.21:8009.,Apache Tomcat AJP Request Injection,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2020-1938,90121,https://tomcat.apache.org/security-9.html,2026-01-16,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0121,host-0121,No,Yes,High,Apache Tomcat AJP Request Injection,Web Servers,200121,Critical,https://tomcat.apache.org/security-9.html
7.8,0.709,10.20.12.22,tcp,8080,822,772,Yes,MVA Sample Repository,00:16:3e:7a:aa:59,asset-002.corp.local,ASSET-002,Apache Log4j Remote Code Execution detected on 10.20.12.22:8080.,Apache Log4j Remote Code Execution,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2021-44228,90122,https://logging.apache.org/log4j/2.x/security.html,2026-05-22,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0122,host-0122,No,Yes,High,Apache Log4j Remote Code Execution,Web Servers,200122,High,https://logging.apache.org/log4j/2.x/security.html
5.4,0.491,10.20.13.23,tcp,1433,823,773,No,MVA Sample Repository,00:16:3e:7b:aa:60,asset-003.corp.local,ASSET-003,Microsoft SQL Server Unsupported Version detected on 10.20.13.23:1433.,Microsoft SQL Server Unsupported Version,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:databases,,90123,https://learn.microsoft.com/sql/sql-server/end-of-support,2026-05-23,2026-07-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0123,host-0123,No,Yes,High,Microsoft SQL Server Unsupported Version,Databases,200123,Medium,https://learn.microsoft.com/sql/sql-server/end-of-support
2.4,0.218,10.20.14.24,tcp,443,824,774,No,MVA Sample Repository,00:16:3e:7c:aa:67,asset-004.corp.local,ASSET-004,OpenSSL Security Update Available detected on 10.20.14.24:443.,OpenSSL Security Update Available,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2023-0286,90124,https://www.openssl.org/news/vulnerabilities.html,2026-05-24,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0124,host-0124,No,Yes,High,OpenSSL Security Update Available,General,200124,Low,https://www.openssl.org/news/vulnerabilities.html
9.8,0.891,10.20.15.25,tcp,3389,825,775,Yes,MVA Sample Repository,00:16:3e:7d:aa:6e,asset-005.corp.local,ASSET-005,Remote Desktop Weak Encryption Enabled detected on 10.20.15.25:3389.,Remote Desktop Weak Encryption Enabled,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90125,https://www.tenable.com/plugins,2026-05-25,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0125,host-0125,No,Yes,High,Remote Desktop Weak Encryption Enabled,Windows,200125,Critical,https://www.tenable.com/plugins
7.4,0.673,10.20.16.26,tcp,443,826,776,No,MVA Sample Repository,00:16:3e:7e:aa:75,asset-006.corp.local,ASSET-006,Nginx Security Update Available detected on 10.20.16.26:443.,Nginx Security Update Available,Nginx Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2025-2345,90126,https://nginx.org/en/security_advisories.html,2026-05-01,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0126,host-0126,No,Yes,High,Nginx Security Update Available,Web Servers,200126,High,https://nginx.org/en/security_advisories.html
5.4,0.491,10.20.17.27,tcp,445,827,777,No,MVA Sample Repository,00:16:3e:7f:aa:7c,asset-007.corp.local,ASSET-007,SMB Signing Not Required detected on 10.20.17.27:445.,SMB Signing Not Required,SMB Signing Not Required was identified during the monthly vulnerability report.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90127,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,2026-05-02,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0127,host-0127,No,Yes,High,SMB Signing Not Required,Windows,200127,Medium,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always
2.4,0.218,10.20.18.28,tcp,0,828,778,No,MVA Sample Repository,00:16:3e:80:aa:83,asset-008.corp.local,ASSET-008,Oracle Java Unsupported Version detected on 10.20.18.28:0.,Oracle Java Unsupported Version,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2024-20919,90128,https://www.tenable.com/plugins,2026-05-03,2026-07-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0128,host-0128,No,Yes,High,Oracle Java Unsupported Version,General,200128,Low,https://www.tenable.com/plugins
9.4,0.855,10.20.10.29,tcp,0,829,779,No,MVA Sample Repository,00:16:3e:81:aa:8a,asset-009.corp.local,ASSET-009,Linux Kernel Security Update Available detected on 10.20.10.29:0.,Linux Kernel Security Update Available,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:linux,CVE-2024-1086,90129,https://www.tenable.com/plugins,2026-05-04,2026-07-31,2025-01-15,,2026-01-20,2026-02-01,2026-07-31,No known exploits,,Remote,1.0,,,agent-0129,host-0129,No,Yes,High,Linux Kernel Security Update Available,Linux,200129,Critical,https://www.tenable.com/plugins
